jurisdiction_code,jurisdiction_name,due_date_mode,due_date,offset_months,offset_days,offset_years,title,category,notes,source_url,fiscal_year_end,effective_from,effective_to
IT,Italy,relative,,15,0,,GloBE Tax Return,GloBE Tax Return (Standard),"Article 53 of the Law requires submission of an additional self- assessment return (a ‘GloBE Top-Up Tax Return’) by the GIR filing deadline. The decree of November 7, 2025 provides for a single declaration form, consisting of two parts: (1) a general section, always mandatory, containing the data of the person submitting the declaration, information on the group, and any simplified or exclusion regimes that the group benefits; and (2) specific schedules for each of the three taxes (IIR, UTPR or QDMTT) for which the declarant is responsible (the schedules must be completed even if the tax due is zero).

On February 6, 2026, the Italian Revenue Agency approved the model for the GloBE tax Return. This is a consolidated form with information on the calculation of top-up tax under the IIR, UTPR and QDMTT.

Approval of the GloBE Tax Return - https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/Provvedimento_modello_di_dichiarazione_GLOBE+del+6+febbraio+2026.pdf/9064626a-a8f1-34bc-037d-570d68daa894?t=1770385369448

Model of the GloBE Tax Return - https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/AGEDC001_46523_2026_3103_Modello.pdf/cbffc77a-ffcd-c40e-0e03-a849d7284824?t=1770385367548

Instructions for Completion - https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/AGEDC001_46523_2026_3103_All1+%281%29+Istruzioni+per+la+compilazione.pdf/8ef5179b-7966-2f0b-d664-0a77990dd507?t=1770385365760

The GloBE Tax Return is required to be filed electronically via the software “Dichiarazione Globe” . This can be filed at: https://www.agenziaentrate.gov.it/portale/area-riservata?p_p_id=it_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_it_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun_javax.portlet.action=detail&_it_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun_backURL=%2Fportale%2Farea-riservata%3Fp_p_id%3Dit_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun%26amp%3Bp_p_lifecycle%3D0%26amp%3Bp_p_state%3Dnormal%26amp%3Bp_p_mode%3Dview%26amp%3B_it_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun_javax.portlet.action%3Ddetail%26amp%3B_it_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun_backURL%3D%252Fportale%252Farea-riservata%26amp%3B_it_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun_id%3D20260331124034&_it_sogei_entrate_news_portlet_NewsPortlet_INSTANCE_8ChlZI4Dscun_id=20260331124034",https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/AGEDC001_46523_2026_3103_Modello.pdf/cbffc77a-ffcd-c40e-0e03-a849d7284824?t=1770385367548,,01/01/2024,
IT,Italy,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),"Article 53 of the Law requires submission of an additional self- assessment return (a ‘GloBE Top-Up Tax Return’) by the GIR filing deadline. The decree of November 7, 2025 provides for a single declaration form, consisting of two parts: (1) a general section, always mandatory, containing the data of the person submitting the declaration, information on the group, and any simplified or exclusion regimes that the group benefits; and (2) specific schedules for each of the three taxes (IIR, UTPR or QDMTT) for which the declarant is responsible (the schedules must be completed even if the tax due is zero).

On February 6, 2026, the Italian Revenue Agency approved the model for the GloBE tax Return. This is a consolidated form with information on the calculation of top-up tax under the IIR, UTPR and QDMTT.

Approval of the GloBE Tax Return - https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/Provvedimento_modello_di_dichiarazione_GLOBE+del+6+febbraio+2026.pdf/9064626a-a8f1-34bc-037d-570d68daa894?t=1770385369448

Model of the GloBE Tax Return - https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/AGEDC001_46523_2026_3103_Modello.pdf/cbffc77a-ffcd-c40e-0e03-a849d7284824?t=1770385367548

Instructions for Completion - https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/AGEDC001_46523_2026_3103_All1+%281%29+Istruzioni+per+la+compilazione.pdf/8ef5179b-7966-2f0b-d664-0a77990dd507?t=1770385365760

The GloBE Tax Return is required to be filed electronically via the software “Dichiarazione Globe” which will be available for download  from the Italian Revenue Agency’s website.  The date this is operational will be published by  a special notice published on the website.",https://www.agenziaentrate.gov.it/portale/documents/20143/9708410/AGEDC001_46523_2026_3103_Modello.pdf/cbffc77a-ffcd-c40e-0e03-a849d7284824?t=1770385367548,,01/01/2024,
IT,Italy,relative,,11,0,,Payment,Payment (Standard),Article 53(2) of the Pillar Two Decree provides that 90% of the top-up tax is payable within 11 months after the end of the financial year. The remaining payment is made within 1 month of the deadline for filing the top-up tax return.,,,01/01/2024,
IT,Italy,relative,,16,0,,Payment,Payment (Standard),Article 53(2) of the Pillar Two Decree provides that 90% of the top-up tax is payable within 11 months after the end of the financial year. The remaining payment is made within 1 month of the deadline for filing the top-up tax return.,,,01/01/2024,
IT,Italy,relative,,19,0,,Payment (Transitional),Payment (Transitional),Article 53(2) of the Pillar Two Decree provides that 90% of the top-up tax is payable within 11 months after the end of the financial year. The remaining payment is made within 1 month of the deadline for filing the top-up tax return.,,,01/01/2024,
JP,Japan,relative,,15,0,,DMTT Return,DMTT Return (Standard),A new Article 82-22 requires the submission of a QDMTT tax return (for entities subject to with an amount of QDMTT payable) within 15 months of the end of the fiscal year (18 months in the transitional year).,https://www.e-tax.nta.go.jp/e-taxtp/e-taxtp.htm,,01/01/2024,
JP,Japan,relative,,18,0,,DMTT Return (Transitional),DMTT Return (Transitional),A new Article 82-22 requires the submission of a QDMTT tax return (for entities subject to with an amount of QDMTT payable) within 15 months of the end of the fiscal year (18 months in the transitional year).,https://www.e-tax.nta.go.jp/e-taxtp/e-taxtp.htm,,01/01/2024,
JP,Japan,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,https://www.e-tax.nta.go.jp/e-taxtp/e-taxtp.htm,,01/01/2024,
JP,Japan,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),"Yes, Law No. 150-3 (iii) - GIR deadline",,,01/01/2024,
JP,Japan,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,https://www.e-tax.nta.go.jp/e-taxtp/e-taxtp.htm,,01/01/2024,
JP,Japan,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),"Yes, Law No. 150-3 (iii) - GIR deadline",,,01/01/2024,
JP,Japan,relative,,15,0,,GloBE Tax Return,GloBE Tax Return (Standard),Article 82-6 of the Law requires submission of an additional self- assessment return (a ‘GloBE Top-Up Tax Return’) by the GIR filing deadline if there is an IIR top-up tax liability.A new Article 82-14 of the Corporation Tax Act requires the submission of a UTPR tax return within 15 months from the end of the fiscal year (increased to 18 months in the transitional year). The UTPR tax return must be accompanied by the consolidated financial statements of the ultimate parent entity of the MNE group for the relevant fiscal year and other documents prescribed by an Ordinance of the Ministry of Finance.,https://www.e-tax.nta.go.jp/e-taxtp/e-taxtp.htm,,01/01/2024,
JP,Japan,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),Article 82-6 of the Law requires submission of an additional self- assessment return (a ‘GloBE Top-Up Tax Return’) by the GIR filing deadline if there is an IIR top-up tax liability.A new Article 82-14 of the Corporation Tax Act requires the submission of a UTPR tax return within 15 months from the end of the fiscal year (increased to 18 months in the transitional year). The UTPR tax return must be accompanied by the consolidated financial statements of the ultimate parent entity of the MNE group for the relevant fiscal year and other documents prescribed by an Ordinance of the Ministry of Finance.,https://www.e-tax.nta.go.jp/e-taxtp/e-taxtp.htm,,01/01/2024,
JP,Japan,relative,,15,0,,Payment,Payment (Standard),"Article 82-9, 82-17 and 82-25 of the GloBE Act provides that the payment deadline is the same as the filing deadline",,,01/01/2024,
JP,Japan,relative,,18,0,,Payment (Transitional),Payment (Transitional),"Article 82-9, 82-17 and 82-25 of the GloBE Act provides that the payment deadline is the same as the filing deadline",,,01/01/2024,
JE,Jersey,relative,,15,0,,GloBE Information Return - Standard,,Standard Filing,,,01/01/2025,
JE,Jersey,relative,,15,0,,Double Filing Relief Notification (Standard),Other Notifications (Standard),"Yes, Article 16 of the IIR law - GIR deadline",,,01/01/2025,
JE,Jersey,relative,,18,0,,GloBE Information Return - Transitional,,Only for Transitional Year Filing,,,01/01/2025,
JE,Jersey,relative,,18,0,,Double Filing Relief Notification (Transitional Year),Other Notifications (Transitional),"Yes, Article 16 of the IIR law - GIR deadline",,,01/01/2025,
JE,Jersey,relative,,15,0,,GloBE Tax Return,GloBE Information Return (Standard),Article 20 of the IIR law requires submission of an additional IIR return (a ‘IIR Tax Return’) by the GIR filing deadline.,,,01/01/2025,
JE,Jersey,relative,,18,0,,GloBE Tax Return (Transitional),GloBE Tax Return (Transitional),Article 20 of the IIR law requires submission of an additional IIR return (a ‘IIR Tax Return’) by the GIR filing deadline.,,,01/01/2025,
JE,Jersey,relative,,15,0,,Payment,Payment (Standard),Article 25 of the IIR law requires the top-up tax to be paid by the return filing date.,,,01/01/2025,
JE,Jersey,relative,,18,0,,Payment (Transitional),Registration (Standard),Article 25 of the IIR law requires the top-up tax to be paid by the return filing date.,,,01/01/2025,
JE,Jersey,relative,,15,0,,Registration,Registration (Standard),"Under Articles 13/14 of the IIR law, a ‘qualifying entity’ in relation to an in-scope MNE group must give written notice to the Comptroller stating whether the reporting entity is the qualifying entity in relation to the MNE group (and is accordingly required to file the GloBE information return). The notification must be filed no later than 15 months after the end of the fiscal year (with an 18-month deadline for the Transition Year).

An entity is a “qualifying entity” in relation to an MNE group if:

(a) the entity is located in Jersey;

(b) the entity is not an excluded entity;

(c) at any time in the fiscal year, the entity owns (whether directly or indirectly) an ownership interest in a constituent entity that is not located in Jersey; and

(d)  the entity meets one of the criteria below:

The criteria specified in Article 10(2) of the IIR Law are:

(a) the entity is the ultimate parent entity of the MNE group;

(b) the entity is an intermediate parent entity of the MNE group, and –

(i) the ultimate parent entity of the MNE group is not required to apply a qualified IIR for the fiscal year, and

(ii) there is no other intermediate parent entity that owns a controlling interest in the entity and is required to apply a qualified IIR for the fiscal year; or

(c) the entity:

(i) is a partially-owned parent entity, and

(ii) is not wholly owned by another partially-owned parent entity that is required to apply a qualified IIR for the fiscal year.",,,01/01/2025,
JE,Jersey,relative,,18,0,,Registration (Transitional),Registration (Transitional),"Under Articles 13/14 of the IIR law, a ‘qualifying entity’ in relation to an in-scope MNE group must give written notice to the Comptroller stating whether the reporting entity is the qualifying entity in relation to the MNE group (and is accordingly required to file the GloBE information return). The notification must be filed no later than 15 months after the end of the fiscal year (with an 18-month deadline for the Transition Year).

An entity is a “qualifying entity” in relation to an MNE group if:

(a) the entity is located in Jersey;

(b) the entity is not an excluded entity;

(c) at any time in the fiscal year, the entity owns (whether directly or indirectly) an ownership interest in a constituent entity that is not located in Jersey; and

(d)  the entity meets one of the criteria below:

The criteria specified in Article 10(2) of the IIR Law are:

(a) the entity is the ultimate parent entity of the MNE group;

(b) the entity is an intermediate parent entity of the MNE group, and –

(i) the ultimate parent entity of the MNE group is not required to apply a qualified IIR for the fiscal year, and

(ii) there is no other intermediate parent entity that owns a controlling interest in the entity and is required to apply a qualified IIR for the fiscal year; or

(c) the entity:

(i) is a partially-owned parent entity, and

(ii) is not wholly owned by another partially-owned parent entity that is required to apply a qualified IIR for the fiscal year.",,,01/01/2025,
